bill,year,date_intro,title,act,sector
H.55,2013,1/22/13,An act relating to family caps for public benefits,,
H.53,2013,1/22/13,An act relating to forgery and counterfeiting,,
S.45,2013,1/22/13,An act relating to government surveillance activities,,
S.44,2013,1/22/13,An act relating to health insurance prior authorizations,,
H.52,2013,1/22/13,An act relating to municipal plans and flood resilience,,
H.60,2013,1/22/13,An act relating to providing state financial support for school meals for children of low-income households,,
H.56,2013,1/22/13,An act relating to public funding of some approved independent schools,,
S.43,2013,1/22/13,An act relating to requiring that any increase in the corrections budget shall be matched with an equal increase in funding for Vermont State Colleges,,
H.57,2013,1/22/13,An act relating to self-employment assistance,,
H.59,2013,1/22/13,An act relating to the Vermont Veterans' Medal,,
H.58,2013,1/22/13,An act relating to the warranty obligations of suppliers and machinery dealerships,,
H.48,2013,1/22/13,An act relating to veteran eligibility for a Green Mountain passport,,
H.65,2013,1/23/13,An act relating to limited immunity from liability for reporting a drug or alcohol overdose,71,Civil & Criminal Justice
H.63,2013,1/23/13,An act relating to repealing an annual survey of municipalities,3,Government & Public Affairs
S.50,2013,1/23/13,An act relating to conveying time-share interests,,
S.48,2013,1/23/13,An act relating to decriminalization of possession of one ounce or less of marijuana,,
H.64,2013,1/23/13,An act relating to fair-share fees,,
H.61,2013,1/23/13,An act relating to law enforcement officer licensing and regulation,,
S.49,2013,1/23/13,An act relating to parental rights and responsibilities involving a child conceived as a result of a sexual assault,,
H.62,2013,1/23/13,An act relating to prohibiting the handheld use of a portable electronic device while driving,,
H.71,2013,1/24/13,An act relating to tobacco products,14,Tobacco
H.72,2013,1/24/13,An act relating to accessory dwellings in flood hazard areas,,
H.82,2013,1/24/13,An act relating to adopting a statewide calendar for public schools,,
H.78,2013,1/24/13,"An act relating to bail, conditions of release, and the possession of a dangerous or deadly weapon",,
S.52,2013,1/24/13,An act relating to child care providers,,
H.68,2013,1/24/13,An act relating to continuing medical education requirements,,
H.83,2013,1/24/13,An act relating to green burials,,
H.77,2013,1/24/13,An act relating to health insurance prior authorizations,,
H.69,2013,1/24/13,An act relating to licensed alcohol and drug abuse counselors as participating providers in Medicaid,,
H.85,2013,1/24/13,An act relating to Medicaid benefits for U visa holders,,
H.74,2013,1/24/13,An act relating to nonjudicial discipline,,
H.79,2013,1/24/13,An act relating to penalties for the sale of regulated drugs in a dwelling,,
H.76,2013,1/24/13,An act relating to preservation of the Vermont State Hospital cemetery,,
S.54,2013,1/24/13,An act relating to preservation of the Vermont State Hospital cemetery,,
H.70,2013,1/24/13,An act relating to prohibiting smoking in a motor vehicle when a child is present,,
H.81,2013,1/24/13,An act relating to reconsideration or rescission of votes taken by Australian ballot,,
H.75,2013,1/24/13,An act relating to returning unused property tax adjustment funds to the Education Fund,,
H.66,2013,1/24/13,An act relating to the allocation of revenue raised from break-open tickets,,
H.80,2013,1/24/13,An act relating to the creation of a tax increment financing district,,
S.51,2013,1/24/13,An act relating to the immediate reporting of election results to the Secretary of State,,
S.53,2013,1/24/13,An act relating to the Internet sale of malt and vinous beverages,,
H.84,2013,1/24/13,An act relating to the Office of Native American Affairs,,
H.73,2013,1/24/13,An act relating to the Office of the Child Advocate,,
H.67,2013,1/24/13,An act relating to the transport of election ballots by town clerks after a recount,,
H.88,2013,1/25/13,An act relating to parental rights and responsibilities involving a child conceived as a result of a sexual assault,197,Children & Youth
S.58,2013,1/25/13,An act relating to Act 250 and oil pipelines,,
H.91,2013,1/25/13,An act relating to alcoholic beverage sampling,,
H.93,2013,1/25/13,An act relating to casino gaming,,
H.89,2013,1/25/13,An act relating to ensuring access to mental health services in Vermont public schools,,
H.90,2013,1/25/13,An act relating to entering into a statewide contract with public school teachers,,
S.57,2013,1/25/13,An act relating to equal pay,,
S.55,2013,1/25/13,An act relating to increasing efficiency in state government finance and lending operations,,
H.86,2013,1/25/13,An act relating to noise levels of motorboats,,
H.92,2013,1/25/13,An act relating to powers of municipalities,,
H.87,2013,1/25/13,An act relating to prorating the cost of property tax appeals,,
S.56,2013,1/25/13,"An act relating to the posting of land and access to land and water for hunting, fishing, and trapping",,
H.123,2013,1/29/13,An act relating to Lyme disease and other tick-borne illnesses,134,Health Care
H.112,2013,1/29/13,An act relating to the labeling of food produced with genetic engineering,120,Agriculture
H.107,2013,1/29/13,"An act relating to health insurance, Medicaid, the Vermont Health Benefit Exchange, and the Green Mountain Care Board",79,Health Care
H.101,2013,1/29/13,"An act relating to hunting, fishing, and trapping",78,Environment
S.61,2013,1/29/13,An act relating to alcoholic beverages,64,Alcohol
S.59,2013,1/29/13,An act relating to independent direct support providers,48,Health Care
H.105,2013,1/29/13,An act relating to adult protective services reporting requirements,46,?
H.95,2013,1/29/13,An act relating to unclaimed life insurance benefits,43,Insurance
H.99,2013,1/29/13,An act relating to equal pay,31,Labor Issues
H.104,2013,1/29/13,An act relating to a revision of Vermont's campaign finance laws,,
H.111,2013,1/29/13,An act relating to disbursements from the Petroleum Cleanup Fund to address potential releases from underground or aboveground storage tanks,,
H.110,2013,1/29/13,An act relating to establishing a therapeutic group fishing license,,
H.120,2013,1/29/13,An act relating to excluding retirement contributions by self-employed individuals from the calculation of household income,,
H.100,2013,1/29/13,An act relating to expanding the Commission on Women to include a member of the Progressive Party,,
H.124,2013,1/29/13,An act relating to firearms regulation,,
H.116,2013,1/29/13,An act relating to health care administration,,
S.63,2013,1/29/13,An act relating to health care facility discharge prescriptions,,
H.102,2013,1/29/13,An act relating to hunting,,
H.114,2013,1/29/13,An act relating to immunization against pertussis,,
H.98,2013,1/29/13,An act relating to labeling of roll-off dumpsters,,
H.121,2013,1/29/13,An act relating to law enforcement access to prescription records at pharmacies,,
S.60,2013,1/29/13,An act relating to limited immunity from liability for reporting a drug or alcohol overdose,,
H.122,2013,1/29/13,An act relating to nonschool recreational use of public school property,,
H.113,2013,1/29/13,An act relating to probable cause hearings for mental health admissions,,
H.126,2013,1/29/13,An act relating to public inspection of electronic control devices used by law enforcement officers,,
H.97,2013,1/29/13,An act relating to radioactive waste disposal fees assessed on small generators,,
H.118,2013,1/29/13,An act relating to repealing the employer assessment,,
H.94,2013,1/29/13,An act relating to reporting and disclosure of heating fuel prices,,
S.62,2013,1/29/13,An act relating to smart meters,,
H.96,2013,1/29/13,An act relating to state regulation of the retail propane industry,,
H.117,2013,1/29/13,An act relating to state regulation of the retail propane industry,,
H.108,2013,1/29/13,An act relating to technical school attendance in another state,,
H.115,2013,1/29/13,An act relating to the Mental Health Resource and Referral Registry,,
H.109,2013,1/29/13,An act relating to the National Guard's efforts to prevent sexual assault,,
H.119,2013,1/29/13,An act relating to the scope of the pious property exemption from state and local property taxes,,
H.103,2013,1/29/13,An act relating to the use or sale of drugs on abandoned property,,
H.106,2013,1/29/13,An act relating to unexpected intoxication by medical prescription as a criminal defense,,
H.125,2013,1/29/13,An act relating to unlawful firearm disposition and firearm safety training,,
S.64,2013,1/30/13,An act relating to designating kale as the state vegetable,,
